,Job Title,Company,Keywords,Concepts,Technical Skills,Soft Skills,Coding Skills
517,Business Analyst,"National Vision, Inc.","['national vision', 'accessible.  national vision', 'in-store visual merchandising', 'quality eye care', 'current business requirements.', 'data query/data management', 'researches market conditions', 'data analysis/data relationship', 'competitive landscape. position', 'on-going key management', 'business/financial analyst experience', 'data validation techniques.', 'merchandising department.', 'largest optical retailers', 'term disability insurance', 'competitive benefits package', 'fast pace environment', 'flex spending account', 'merchandising department', 'business analyst', 'sales data', 'position description', 'business aanalyst', 'data warehousing', 'business objects', 'innovative culture', 'hard work', 'career growth', 'tools. experience', 'database analysts', 'store fixtures', 'ad hoc', 'procedural controls', 'report writing.', 'dental insurance', 'microsoft access', 'life insurance', 'bachelor’s degree', 'complex problems.', 'communication skills.', 'short term', 'alternative solutions', 'microsoft excel', 'company match', 'financial calculations', 'analytical thinker', 'strong computer skills', 'independent worker', 'personal time', 'website www.nationalvision.com', 'thinking skills', 'reports', 'deserves', 'familiarity', 'margin', 'specifics', 'eyewear', 'weaknesses', 'reviews', 'best.', 'people', 'priority', 'states.', 'training', 'conclusions', 'reality.', 'team.', 'value', 'strategies', 'changes', 'industry', 'sales.', 'competitors', 'job', 'patterns', 'industry.', 'designers', 'strengths', 'databases', 'displays', 'finance']","['Critical thinking', 'Writing', 'Term', 'Ad hoc', 'Data mining', 'Business analyst', 'Microsoft', 'Business intelligence', 'Insurance', 'Reasoning', 'Microsoft Office', 'Visual Basic for Applications', 'Time', 'Visual perception', 'Problem solving', 'Value added', 'Requirement', 'Data', 'Retailing']",['database'],"['team', 'verbal']",['sql']
518,Business Analyst,"NVSG, LLC","['business analyst', 'user story', 'agile business analyst', 'level business requirements', 'business process models', 'user story development', 'user story priority', 'business unit owners', 'key business processes', 'user stories. ability', 'agile user stories', 'business process re-engineering', 'detailed user stories', 'client requirements. ability', 'project inception output', 'certified scrum product', 'elaboration process. story', 'product owners. experience', 'agile project environments', 'story card quality.', 'provide efficient project', 'status reviews. ability', 'needed. elicit requirements', 'related commercial experience', 'project life cycle', 'contract     *no h1b', 'business experience', 'optimization skills. job', 'business owners', 'sponsorship **local candidates', 'large complex projects', 'business problem', 'team members', 'excellent stakeholder management', 'business requirements.', 'acceptance criteria', 'business leads', 'business needs', 'project stakeholders', 'business solutions.', 'business initiatives', 'user story.', 'workshops. ability', 'project teams', 'key stakeholders', 'journey. ability', 'product vision', 'customer experience', 'technical teams', 'technical team', 'scrum ceremonies', 'team performance', 'job description', 'requirements sessions', 'team environment.', 'functional requirements', 'problem resolution', 'sprint review', 'three-way handshake', 'po discretion.', 'sprint planning', 'applicable work', 'development teams', 'visual models', 'management teams', 'sprint retrospective', 'useful models', 'ux designers', 'interface mock-ups', 'potential gaps', 'information systems', 'job location', 'daily stand-up', 'application support', 'technical solutions', 'support teams.', 'skills. enthusiasm', 'necessary analysis', 'well-written documentation', 'daily stand', 'gap analysis', 'point estimation', 'different technologies', 'future projects.', 'case diagrams', 'subject matter', 'contract salary', 'subsidiaries leadership', 'application functionality', 'software bugs', 'regular basis', 'equivalent combination', 'issues', 'role', 'changes', 'variety', 'education', 'bachelor']","['User story', 'Requirement', 'Agile software development', 'Business process', 'Business process modeling', 'Use case', 'Business process reengineering', 'Problem solving', 'Scrum', 'Process management', 'Business analyst', 'Requirements analysis', 'Acceptance testing', 'Software requirements', 'Extreme Programming', 'Team', 'The A-Team', 'Stakeholder', 'Management', 'Project management', 'H-1B visa', 'Business process management', 'Stakeholder management', 'Strategic management']",['structured'],"['team', 'team', 'team', 'team', 'communicate', 'team', 'team', 'team']",[]
519,Entry Level Business Analyst,American CodeForce,"['financial business analysts', 'business analyst- finance', 'ways. financial business', 'senior business analyst', 'reference. financial business', 'sr. business analyst', 'junior business analyst-finance', 'myriad business process', 'internal business processes.', 'financial management firm', 'future business activity', 'financial data analysis', 'financial information service', 'contract     job description', 'typical job duties', 'key responsibilities management', 'communication skills job', 'skills. prioritise workload', 'excellent interpersonal skills.', 'cash flow statements', 'excellent communication skills', 'volunteers. problem-solving ability.', 'strict deadlines education', 'executive group. investigate', 'strong team player.', 'possible cost saving', 'business analysis', 'business operations.', 'financial reports', 'business analyst.', 'financial issues', 'management information', 'performance reports', 'client reporting', 'finance committee', 'technology team', 'small team', 'american codeforce', 'reporting. other responsibilities', 'income statements', 'sector. duties', 'visible opportunity', 'initial focus', 'operations personnel', 'quality assurance', 'product developers', 'reputed university', 'incredible exposure', 'specification design.', 'new laws', 'great deal', 'balance sheets', 'good planning', 'documenting activity', 'non-finance professionals', 'general attributes', 'decision making', 'qualification masters', 'contract salary', 'specialist', 'systems', 'experience.', 'role', 'projects', 'firm.', 'business.', 'company', 'action', 'trends.', 'sales', 'tools', 'databases', 'budgeting', 'procedures', 'regulations', 'developments', 'businesses', 'accounts', 'finances', 'head']","['Business analyst', 'Finance', 'Business process', 'Economics', 'Investment', 'Business process modeling', 'Business analysis', 'Bank', 'Management', 'Process management', 'Risk', 'Income statement', 'Communication', 'Project management', 'Business terms', 'Business', 'Corporate finance', 'Bond', 'Business Process Modeling Notation', 'Systems analysis', 'Analyst', 'Report', 'Business process reengineering', 'Cash flow', 'Investor', 'Balance sheet', 'Business process management', 'Job description', 'Business intelligence', 'Prediction', 'Sales']",[],"['team', 'team', 'communicate', 'team', 'interpersonal', 'verbal']",[]
520,Business Analyst,N3 LLC,"['talent management team', 'database management systems', 'management expansive knowledge', 'business intelligence strategies', 'analytical role ability', 'accuracy analyze market', 'fairness technical experience', 'new talent analyze', 'oracle business intelligence', 'applicant tracking systems', 'data sources', 'positive interpersonal relationships', 'microsoft office suite', 'enterprise reporting tools', 'techniques. equal employment', 'database design development', 'senior level executives', 'data management', 'relevant data', 'data analysis', 'data skill', 'recruitment data', 'data models', 'data mining', 'business management', 'business analyst', 'business objects', 'business units', 'internal systems', 'commanding desire', 'relevant courses', 'outcome-based analyses', 'innovative environment', 'analytical skills', 'confidential information', 'microsoft bi', 'technical expertise', 'crystal reports', 'significant amounts', 'strategic planning', 'program changes', 'internal equity', 'gender identity', 'work assignment', 'sexual orientation', 'decision making.', 'national origin', 'organization.', 'compensation', 'tableau', 'trends', 'hires', 'mis', 'segmentation', 'privileges', 'competitiveness', 'llc', 'reviews', 'activities', 'movement', 'systems.', 'people', 'control', 'access', 'distribution', 'members', 'metrics', 'study', 'science', 'accounting', 'function', 'record', 'employees', 'variety', 'obiee', 'practice', 'personnel', 'performance', 'handicap', 'solutions', 'policy', 'opportunity', 'job', 'promotes', 'race', 'religion', 'color', 'recruits', 'status.', 'terms', 'conditions', 'equality', 'benefits', 'facilities']","['Data analysis', 'Management', 'Data', 'Business intelligence', 'Data warehouse', 'SQL', 'Data modeling', 'Computer', 'Equal Employment Opportunity Commission', 'Gender role', 'Strategic management', 'Microsoft Office', 'Database', 'Data management', 'Database management system', 'Data mining', 'Recruitment', 'Human resource management', 'Microsoft', 'Sexual orientation', 'Business', 'Gender', 'Analysis', 'Organization', 'Interpersonal relationship', 'Office suite', 'Knowledge', 'Transgender', 'Binary relation', 'Equal Opportunity Employment', 'Talent management', 'Microsoft Office 2007', 'Employment', 'Oracle Database']","['database', 'database']","['team', 'interpersonal']","['sql', 'tableau']"
521,Business Analyst (Remote),Purple Consulting,"['business analyst experience', 'time business analyst', 'remote position. individual', 'designs. proven experience', 'cloud-based crm solution', 'technology services firm', 'brokerage  industry bachelor', 'various locations. responsibilities', 'basic sf configuration', 'organization. ability', 'plus experience', 'purple consulting', 'full-time experience', 'gather requirements', 'following locations', 'implementations. requirements', 'multi task', 'communication skills', 'end users', 'corporate objectives.', 'corporate objectives', 'test plans', 'finished development.', 'job type', 'salesforce', 'dashboards', 'workflows', 'stakeholders', 'administrators', 'ny/nj/sc/nc/fl/tx/ga/va/dc/pa/ma/nh/md', 'client', 'degree.', 'people', 'levels', 'success', 'role.', 'role', 'travel', 'architects']","['Communication', 'Writing', 'Following', 'Requirement', 'Business analyst', 'Object', 'Test script', 'Requirements analysis', 'Christopher Nolan']",['cloud'],"['consulting', 'interpersonal', 'verbal', 'team']",[]
522,Business Analyst,Define Solutions,"['conceptual user requirements', 'iu/ux design forms', 'design proven experience', 'consistent requirements specifications', 'business requirements analysis', 'project team. skills', 'insurance portal landscape', 'methodology development. ability', 'functional requirements', 'contract     duties', 'usability goals', 'clear manner', 'marketing guidelines', 'process models', 'user-friendly language.', 'college degree', 'financial services', 'information systems', 'website development', 'user stories', 'job type', 'completeness', 'elicitation', 'conformity', 'familiarity', 'consistency', 'responsibilities', 'feasibility', 'prototypes', 'bachelor', 'solutions', 'designs', 'verification', 'comprehensibility', 'findings.', 'charts', 'interfaces', 'developers', 'direction', 'field', 'science', 'finance']","['Requirement', 'Requirements analysis', 'Software requirements', 'Usability', 'Consistency', 'Metalogic', 'Software engineering', 'User story', 'Requirements management']",[],"['team', 'team']",[]
523,Business Analyst I,Emory University,"['clients.  minimum qualifications', 'drs  preferred qualifications', 'information management needs.', 'multiple compass modules', 'chartfield structure salesforce', 'ongoing information services', 'projects. supports customer', 'matter knowledge', 'information technology', 'departmental objectives', 'emory university', 'departmental customers', 'peoplesoft hr', 'peoplesoft student', 'business objectives', 'collects information', 'information systems', 'business analysis', 'strategies. assists', 'general ledger', 'technology plans', 'business functions', 'thorough understanding', 'business functions.', 'planning', 'experience', 'position', 'satisfaction', 'bachelor', 'reviews', 'development', 'delivery', 'degree', 'efforts']","['Oracle Corporation', 'Customer service', 'Marketing', 'Management', 'Information', ""Bachelor's degree"", 'Project management', 'Academic degree', 'Plan', 'Strategic management', 'Knowledge', 'Strategy', 'CRM software companies', 'Emory University', 'Subject matter', 'Assist', 'The Delivery', 'Customer', 'Library science', 'PeopleSoft', 'Information technology', 'Information systems', 'Ledger', 'Bobby Veach', 'PeopleSoft HRMS']",[],[],[]
524,Junior Business Analyst,Imerys,"['junior business analyst', 'interpersonal skills imerys', 'equal opportunity employer', 'processes. imerys', 'business analyst job', 'applications development team', 'on-going skills development', 'mineral-based specialty solutions', 'existing applications suite', 'qliksense reporting tools', 'acquire deeper knowledge', 'sites. employ wifi', 'online application process', 'north america locations', 'senior level managers', 'team excellent communication', 'dynamic company teamwork', 'sql reporting services', 'engineer graduate program', 'france initial assignment', 'world leader', 'business requirements', 'business needs', 'define process', 'process improvement.', 'new ways', 'detailed requirements', 'technical expertise', 'time placement', 'new needs', 'experience requirements', 'actionable items', 'knowledge resource', 'real opportunities', 'training period', 'leadership potential', 'technical learning', 'key users', 'ms office/windows', 'electronic boards', 'mobile data', 'type full time', 'technical issues', 'plant. goals/objectives', 'information technology', 'tablet technology', 'everyday life', 'erp maintenance', 'report writing', 'new crm', 'erp system.', 'hands-on environment.', 'google g suite', 'marital status', 'google drive', 'unique range', 'subject matter', 'affirmative action', 'tools. encourage', 'ceramics business.', 'genetic information', 'induction event', 'legal compliance', 'veteran status', 'local laws', 'bachelor’s degree', 'essential functions', 'fast changing', 'following experiences', 'heat resistance', 'mechanical strength', 'sexual orientation', 'gender identity', 'sql coding', 'national origin', 'barrier effect', 'success', 'customers', 'project', 'deployment', 'qlikview', 'position', 'ability', 'rotations', 'reviews', 'minerals.', 'people', 'employees', 'teams', 'variety', 'impact', 'evolution.', 'career', 'summary', 'areas', 'quality', 'implementation', 'inbox', 'applications.']","['Affirmative action', 'Discrimination', 'Business analyst', 'Equal opportunity', 'Employment', 'Egalitarianism', 'The Opportunity', 'Requirement', 'Application software', 'Universal access', 'Subject matter expert']",[],"['team', 'team', 'team', 'interpersonal']",[]
525,Business Analyst,Hiscox Insurance,"['hiscox usa', 'hiscox usa foundation', 'francisco. hiscox usa', 'organization. hiscox values', 'hiscox insurance', 'functional business requirements', 'people. hiscox', 'hiscox group.', 'functional business analyst', 'leverage business knowledge', 'gathering business requirements', 'fastest-growing business unit', 'service delivery teams', 'operations team fun', 'expertise leading requirements', 'facilitate requirements gathering', 'uat test scripts.*', 'mass market insurance', 'equivalent work experience', 'highly respected team', 'process mapping workshops', 'financial services experience', 'role. good understanding', 'comprehensive health insurance', 'operating service levels', 'change manager location', 'ba project plan.*', 'project delivery. minimum', 'process flow diagrams', 'potential new solutions', 'user acceptance signoff.*', 'business process', 'full-time required experience', 'fast paced environment', 'policy administration life', 'market commercial clients', 'business partners', 'business teams', 'geographically dispersed development', 'problem management. ability', 'business cases', 'strong productive relationships', 'sister non-profit company', 'deep understanding', 'underwriting-service delivery-claims roles', 'international specialist insurer', 'multiple professional liability', 'business drivers', 'white plains', 'user-friendly language. comfort', 'open office spaces', 'direct distribution channels', 'business analysis', 'right thing', 'insurance experience', 'project team', 'insurance environment', 'project management', 'hardworking team', 'key stakeholders', 'functional design', 'appropriate requirements', 'project manager', 'functional owners', 'key stakeholders.*', 'timely delivery', 'insurance workflow', 'stakeholder management', 'issue management', 'key contributor', 'extensive knowledge', 'building process', 'key areas', 'user documentation', 'change management.*', 'high energy', 'end users', 'seniority levels', 'information systems', 'review sessions', 'management liability', 'solution design', 'user guides', 'effective solutions', 'technical support', 'competitive company', 'status quo.', 'training documentation', 'multiple projects', 'action items', 'timely manner', 'atlanta ga', 'implementation planning', 'company performance', 'self-managed environment.', 'challenging timeframes', 'data hierarchy', 'extensive brds']","['Requirements analysis', 'Project management']",[],"['team', 'team', 'team', 'team', 'team', 'communicate', 'team', 'verbal', 'creative', 'creative']",[]
526,Business Systems Analyst,Nova Hire Staffing & Consulting LLC,"['management skills experience', 'business systems analyst', 'communication skills experience', 'experience capturing requirements', 'project management skills', 'scrum environment. experience', 'protocols. business systems', 'systems analyst skills', 'agile process artifacts', 'relationship management skills', 'strong working knowledge', 'e.g. kanban experience', 'skills deep understanding', 'contract     job responsibilities', 'organizational information problems', 'meetings strong customer', 'analyst job duties', 'agile methods', 'agile / scrum', 'software development process', 'project management share', 'excellent powerpoint skills', 'project governance processes', 'project management standards', 'training support resource', 'help desk support', 'contract job type', 'communication framework act', 'contacted*** job type', 'modifications recommends controls', 'team foundation server', 'storyboards critical thinking', 'media industries knowledge', 'union time entry', 'best practices', 'software requirements', 'corp experience', 'programming experience', 'business functions', 'innovation skills', 'output requirements', 'software design', 'business application', 'technical knowledge', 'communicate requirements', 'software documentation', 'software maintenance', 'current practices', 'technical reports', 'technical opportunities', 'user documentation', 'escalation point', 'procedures maintains', 'state-of-the-art practices', 'development teams', 'professional publications', 'positive relationships', 'compliance rules', 'training users', 'document solutions', 'technical whitepapers', 'user confidence', 'developer questions', 'additional responsibilities', 'reference point', 'educational workshops', 'personal networks', 'professional societies', 'workflow charts', 'complex rules', 'process improvement', 'large line', 'server infrastructure', 'service attitude', 'infrastructure technologies', 'hire staffing', 'operational objectives', 'full-time salary', 'services ability', 'mock ups', 'waterfall', 'programs', 'results', 'knowledge/skills', 'wireframes', 'mockups', 'clarification', 'workflows', 'adjustments', 'reporting', 'llc', 'needs', 'formats', 'capabilities', 'specifications', 'testing.', 'references', 'operations', 'stakeholders', 'client']","['Requirements analysis', 'Project management', 'Agile software development', 'Management', 'Scrum', 'Extreme Programming', 'Waterfall model', 'Software engineering', 'Systems Development Life Cycle', 'Lean software development', 'Problem solving', 'Writing', 'Software development', 'Software development process', 'Software project management', 'Agile Manifesto', 'User story', 'Business', 'Communication', 'Systems analysis', 'Flexible product development', 'Critical thinking']",['programming'],"['consulting', 'team', 'team', 'verbal', 'communicate', 'interpersonal', 'team']",[]
527,Sr. Business Analyst,Apex,"['highly complex projects.', 'lead business analyst', 'validate requirements. team', 'core team members', 'future business environments.', 'potential business risk', 'peachtree center ave', 'future state. ability', 'audiences. excellent stakeholder', 'offering current state', 'data analytics. ability', 'stakeholders strong understanding', 'project conflict resolution.', 'product requirements. job', 'ba role. mentors', 'versionone enterprise', 'business requirements', 'contract only business', 'business lines', 'business solution', 'project stakeholders.', 'team environment.', 'contract     location', 'documentation techniques', 'backlogs. ability', 'well-written documentation', 'senior experience', 'product owner', 'project approach', 'user stories', 'issues. chooses', 'skills enthusiasm', 'seasoned presenter', 'acceptance criteria', 'devops solution', 'contract salary', 'senior mgmt.', 'technical issues', 'professional practices', 'technical design', 'job location', 'methodologies. promotes', 'quality product.', 'client decisions', 'significant direction', 'atlanta', 'standards', 'ga', 'gathering', 'traceability', 'communicates', 'recommends', 'reviews', 'participates', 'size/makeup', 'engineers.', 'operations.', 'resources', 'cases', 'work', 'apex', 'variety', 'management', 'problem', 'action', 'ideas', 'sessions.', 'clients', 'solutions', 'creation', 'bas', 'areas', 'implementation', 'type', '/hour', 'finance/banking', 'education', 'prototypes', 'completion', 'responsibilities']","['Requirements analysis', 'Marketing', 'Requirement', 'Project management', 'Problem solving', 'Management', 'Stakeholder', 'Team', 'Stakeholder management', 'Requirements management', 'User story', 'Software requirements', 'Future', 'Business', 'Business analyst', 'The A-Team', 'Typography', 'Validation', 'Stakeholder analysis', 'Standard']",[],"['team', 'team', 'team', 'team', 'team', 'team']",[]
528,Physician Coding Analyst,Northside Hospital,"['northside hospital', 'overview northside hospital', 'northside hospital. contact', 'work/life balance', 'physician coding analyst', 'health care', 'team members', 'real work/life balance', 'public speaking skills', 'complex compliance issues', 'up-to-date regulatory information', 'presents educational materials', 'professional development activities', 'necessary regulatory updates', 'financial background experience', 'experience   license/certification requirements', 'essential job functions', 'extraordinary financial careers', 'health information management', 'monitors charge activity', 'highly skilled experience', 'li-ep1 position requirements', 'health care needs', 'award-winning work environment', 'accurate billing services', '8a-5p   weekend requirements', 'quality health care', 'service area overview', 'superior customer service.', 'people great pay', 'pension plan.', 'coding issues', 'top-rated hospital', 'full-service hospital', 'icd-9/icd-10 coding', 'work experience', 'preferred hospital', 'demonstrable experience', 'present education', 'compliance communications.', 'verbal skills', 'practice locations', 'appropriate physicians', 'medical records', 'compliance. participates', 'business-related services', 'communication skills', 'state-of-the-art environment', 'on-call requirements', 'patient services', 'position description', 'legislative regulations', 'financial goals', 'regulatory standards', 'financial professional', 'physician practice', 'newborn services', 'various levels', 'state-of-the-art setting', 'b.s. degree', 'healthcare administration', 'microsoft windows', 'education offerings', 'b.s. degree.', 'business administration.', 'compassionate care', 'conducts audits', 'growth opportunities', 'windows-based software', 'pay/benefits/pension plan', 'finance department', 'critical thinker', 'finance careers', 'clinical excellence', 'healthcare institutions', 'forbes magazine', 'market leader', 'cancer care.', 'better living', 'robotic surgery', 'reputation', 'knowledge', 'staff.', 'patients', 'day.', 'georgia', 'support', 'hcpc', 'rhit', 'ability', 'reviews', 'creates', 'employees.', 'changes', 'practices', 'training', 'reports', 'director.', 'cpt']","['Health care', 'Physician', 'Medicine', 'Surgery', 'Health informatics', 'Regulation', 'Academic degree', 'Health insurance', 'Patient', 'Administrative law']",[],"['speaking', 'verbal', 'team', 'team', 'team', 'team']",[]
529,Business Analyst,Morneau Shepell,"['business analyst', 'business analyst role', 'internal business partners', 'supports business teams', 'skills  excellent time', 'skills  exceptional customer', 'software development life', 'software development concepts', 'application development techniques', 'risk management skills', 'team. specific responsibilities', 'related work experience', 'detailed functional specifications', 'technical design specifications', 'relational database design', 'multiple assignments  ability', 'service oriented architecture', 'relational database technology', 'environment  solid understanding', 'management  basic understanding', 'following core qualifications', 'strong professional acumen', 'software quality assurance', 'development teams', 'business requirements', 'business analysis', 'development process', 'morneau shepell', 'interpersonal skills', 'internal training', 'client implementations', 'test cases', 'team operations', 'industry topics', 'special projects', 'welfare administration', 'ongoing maintenance', 'appropriate  performs', 'conflict management', 'good judgment', 'data modeling', 'external training', 'internet applications', 'hr/payroll', 'clients', 'knowledge', 'aptitude', 'self-study', 'produces', 'testing', 'reviews', 'member', 'health', 'review', 'documents', 'enhancements', 'ways', 'focus', 'insurance', 'consulting/administration', 'cycle', 'communication']","['Management', 'Project management', 'Object-oriented programming', 'Relational model', 'Business analyst', 'Rapid application development', 'Systems Development Life Cycle', 'Software engineering', 'Requirement', 'Requirements analysis', 'Software quality assurance', 'Software development process', 'Software development', 'Quality assurance', 'Business', 'Sun Microsystems', 'Logical data model', 'Planning', 'Database', 'Database theory', 'Database design', 'Software design', 'Leadership', 'Risk management', 'Systems analysis', 'ISO 9000', 'Analysis', 'Object-oriented analysis and design', 'Relational database', 'Object-relational impedance mismatch', 'Functional specification', 'Corporation', 'Computer software', 'Conflict management', 'Relational algebra', 'Time management', 'Relation', 'Service-oriented architecture', 'Following', 'Quality control', 'Business school', 'Microsoft', 'Prototype-based programming', 'Business analysis', 'Knowledge', 'Software quality', 'Strategic management']","['database', 'structured', 'database']","['team', 'team', 'interpersonal', 'verbal', 'creative']",[]
530,Business Analyst,Morneau Shepell,"['business analyst', 'business analyst role', 'internal business partners', 'supports business teams', 'skills  excellent time', 'skills  exceptional customer', 'software development life', 'software development concepts', 'application development techniques', 'risk management skills', 'team. specific responsibilities', 'related work experience', 'detailed functional specifications', 'technical design specifications', 'relational database design', 'multiple assignments  ability', 'service oriented architecture', 'relational database technology', 'environment  solid understanding', 'management  basic understanding', 'following core qualifications', 'strong professional acumen', 'software quality assurance', 'development teams', 'business requirements', 'business analysis', 'development process', 'morneau shepell', 'interpersonal skills', 'internal training', 'client implementations', 'test cases', 'team operations', 'industry topics', 'special projects', 'welfare administration', 'ongoing maintenance', 'appropriate  performs', 'conflict management', 'good judgment', 'data modeling', 'external training', 'internet applications', 'hr/payroll', 'clients', 'knowledge', 'aptitude', 'self-study', 'produces', 'testing', 'reviews', 'member', 'health', 'review', 'documents', 'enhancements', 'ways', 'focus', 'insurance', 'consulting/administration', 'cycle', 'communication']","['Management', 'Project management', 'Object-oriented programming', 'Relational model', 'Business analyst', 'Rapid application development', 'Systems Development Life Cycle', 'Software engineering', 'Requirement', 'Requirements analysis', 'Software quality assurance', 'Software development process', 'Software development', 'Quality assurance', 'Business', 'Sun Microsystems', 'Logical data model', 'Planning', 'Database', 'Database theory', 'Database design', 'Software design', 'Leadership', 'Risk management', 'Systems analysis', 'ISO 9000', 'Analysis', 'Object-oriented analysis and design', 'Relational database', 'Object-relational impedance mismatch', 'Functional specification', 'Corporation', 'Computer software', 'Conflict management', 'Relational algebra', 'Time management', 'Relation', 'Service-oriented architecture', 'Following', 'Quality control', 'Business school', 'Microsoft', 'Prototype-based programming', 'Business analysis', 'Knowledge', 'Software quality', 'Strategic management']","['database', 'structured', 'database']","['team', 'team', 'interpersonal', 'verbal', 'creative']",[]
531,Business Analyst I,RaceTrac,"['business intelligence solutions', 'current business analysis', 'identifies business challenges', 'office preferred knowledge', 'exception reporting analysis', 'supports various product', 'business intelligence software', 'internal customers.  minimum', 'analytical support', 'business analyst', 'business functions', 'cross-functional departments', 'data analysis', 'situational analysis.', 'proper analytics', 'financial analysis', 'company. duties', 'internal users.', 'trend identification', 'product launches', 'category management', 'plus proficiency', 'product sets.', 'tactical recommendations.', 'financial/statistical data', 'retail pricing', 'new methods', 'requirements   bachelor', 'information systems', 'plus knowledge', 'retail environment', 'related field', 'promotions trends', 'racetrac', 'microstrategy', 'experience', 'iri', 'nielson', 'responsibilities', 'reviews', 'development', 'marketing', 'categories', 'research', 'monitoring', 'products', 'opportunities', 'requests', 'reports', 'processes', 'college', 'university', 'science']","['Business intelligence', 'Data analysis', 'Analytics', 'Marketing', 'Data warehouse', 'Business analyst', 'Online analytical processing', 'Business analytics', 'Systems analysis', 'Intelligence', 'Meteorological intelligence', 'Data management', 'Data', 'Competitive intelligence', 'Business', 'Support', 'Responsibility', 'Technical support', 'Ad hoc']",[],[],['sql']
532,Entry Level Business Analyst - Campus Recruiting,CGI,"['technology field. cgi', 'cgi project team.', 'clearance held.  cgi', 'entry-level business analysts', 'skills. business analysts', 'characteristics.  cgi', 'management information systems', 'cgi offers', 'various business issues', 'technology coursework \x95a', 'cgi member', 'business services firms', 'time \x95bachelors degree', 'oral communication skills', 'strong problem-solving abilities', 'quality client support', '\x95user support analysis', 'largest independent technology', 'team oriented atmosphere', 'credit risk management', 'legally protected status', 'equal opportunity employer', 'background investigation. background', 'equal opportunity employer.', 'employment compliance mailbox', 'clients\x92 digital journeys', 'requisition number', 'unsolicited agency referrals', 'essential job functions', 'sexual orientation', 'cgi\x92s legal duty', 'compensation information', 'business objectives', 'business needs', 'team environment', '\x95academic background', 'problem-solving role.', '\x95business analysis', 'ambiguity \x95ability', 'global organization', 'unique culture', 'indefinite period', 'different tasks.', 'client\x92s industry', 'client questions', 'user requirements', 'genetic information', 'familial status', 'marital status', 'citizenship status', 'great attitude', 'analytical skills', 'veteran status', '\x95decision analysis', 'following areas', 'document problems', 'open communication', 'possible solutions', 'tracking software', 'application maintenance', 'customer segmentation.', 'career opportunities.', 'specific components', 'customer profitability', '\x95system testing', 'gender identity', 'military experience', 'documentation defects', 'extraordinary time', 'medical condition', 'email address', 'resource allocation', 'quantitative methods', 'service members.', 'digital transformation', 'challenges \x95opportunity', 'political affiliation', 'specific assignment', 'gender expression', 'national origin', 'appropriate recruiter', 'you.  please note', 'reasonable accommodations', 'formal complaint', 'applicants', 'employees', 'u.s.', 'individuals', 'pay', 'majors', 'company', 'knowledge', 'professionals', 'access', 'commitment', 'you\x92ll', 'is/it', 'position', 'gpa', 'reviews']","['Gender', 'Employment', 'Discrimination', 'Transgender', 'Sexual orientation', 'Security clearance', 'Gender role', 'Equal opportunity', 'Gender identity', 'Egalitarianism', 'Affirmative action']",[],"['consulting', 'interpersonal', 'consulting', 'team', 'team', 'consulting', 'team', 'team', 'team']",[]
533,Business Analyst,Kids II Inc,"['ongoing financial analysis', 'internal performance analysis', 'overall financial performance', 'sku rationalization analysis', 'cost reductions analysis', 'business unit performance', 'key performance indicators', 'financial information knowledge', 'early stage parents', 'product lifecycle management', 'wins. good leaders', 'risk management. responsibilities', 'market share conduct', 'vice president/general manager', 'equivalent work experience', 'contribution scenario modeling', 'financial modeling', 'executive level management', 'global consumer insights', 'cross-functional teams. bachelor', 'high-paced organization ability', 'team member activities', 'presentation-based communication skills', 'social media pages', 'career section. drug', 'excellent insurance options', 'free workplace m/f/d/v', 'industry analysis', 'ros analysis', 'promotion analysis', 'online analysis', 'financial impact', 'financial models', 'sales performance', 'category performance', 'launch performance', 'business unit.', 'business analyst', 'business management', 'business intelligence', 'data management', 'brightest talent.', 'landscape / industry', 'product reviews', 'future impact', 'little ones.', 'tiny wins', 'product mix', 'professional experience', 'budgeting. experience', 'opportunity research', 'sales operations', 'promotion planning', 'strategic opportunities', 'systems support', 'jobs. parenting', 'market trends', 'development review', 'monitor changes', 'holistic solutions', 'big task', 'company-wide awards', 'revenue tracking', 'corrective actions', 'bright futures', 'financial/business analysis.', 'control principles', 'external competitor', 'multiple priorities', 'tight timelines', 'competitive pay', 'tuition reimbursement', 'open positions', 'philanthropic efforts', 'kids', 'strategy', 'pricing', 'forecasting', 'kpis', 'finance', 'rgd', 'linkedin', 'fob', 'billions', 'dashboards', 'margin', 'products', 'categories', 'aisles.', 'title', 'department', 'fun.', 'families', 'risk/exposures', 'role', 'margin/profitability', 'lessons', 'inventory', 'interface', 'facebook']","['Management', 'Product lifecycle management', 'Economics', 'Strategic management', 'Finance', 'Product management', 'Product lifecycle', 'Actuarial science', 'Risk', 'Financial modeling', 'Leadership', 'Product life cycle management']",[],"['team', 'communicate', 'team']",[]
